sgRNA	Target_gene	FLAG(strand)	Chr	Start	End	Match
sgCDC42BPB_3	CDC42BPB	16	chr14	102999619	102999639	TRUE
sgEXOC3L4_4	EXOC3L4	16	chr14	103102136	103102156	TRUE
sgEXOC3L4_1	EXOC3L4	0	chr14	103102232	103102252	TRUE
sgEXOC3L4_3	EXOC3L4	16	chr14	103102760	103102780	TRUE
sgEXOC3L4_2	EXOC3L4	16	chr14	103104369	103104389	TRUE
sgTNFAIP2_3	TNFAIP2	16	chr14	103126582	103126602	TRUE
sgTNFAIP2_4	TNFAIP2	0	chr14	103127123	103127143	TRUE
sgTNFAIP2_1	TNFAIP2	16	chr14	103127491	103127511	TRUE
sgTNFAIP2_2	TNFAIP2	16	chr14	103131058	103131078	TRUE
sgGCSH_4	GCSH	0	chr14	103184464	103184484	TRUE
sgEIF5_3	EIF5	0	chr14	103335911	103335931	TRUE
sgEIF5_4	EIF5	16	chr14	103336719	103336739	TRUE
sgEIF5_2	EIF5	0	chr14	103338755	103338775	TRUE
sgEIF5_1	EIF5	0	chr14	103339232	103339252	TRUE
sgMARK3_1	MARK3	0	chr14	103405195	103405215	TRUE
sgMARK3_4	MARK3	0	chr14	103457150	103457170	TRUE
sgMARK3_2	MARK3	0	chr14	103466353	103466373	TRUE
sgMARK3_3	MARK3	0	chr14	103468093	103468113	TRUE
sgCKB_3	CKB	0	chr14	103520525	103520545	TRUE
sgCKB_4	CKB	0	chr14	103521253	103521273	TRUE
sgCKB_1	CKB	16	chr14	103522078	103522098	TRUE
sgCKB_2	CKB	0	chr14	103522154	103522174	TRUE
sgTRMT61A_3	TRMT61A	16	chr14	103530044	103530064	TRUE
sgTRMT61A_4	TRMT61A	16	chr14	103530227	103530247	TRUE
sgTRMT61A_1	TRMT61A	0	chr14	103532715	103532735	TRUE
sgTRMT61A_2	TRMT61A	16	chr14	103532777	103532797	TRUE
sgBAG5_2	BAG5	16	chr14	103560467	103560487	TRUE
sgBAG5_4	BAG5	0	chr14	103560628	103560648	TRUE
sgBAG5_3	BAG5	0	chr14	103560882	103560902	TRUE
sgBAG5_1	BAG5	16	chr14	103561073	103561093	TRUE
sgAPOPT1_4	APOPT1	0	chr14	103563064	103563084	TRUE
sgAPOPT1_3	APOPT1	0	chr14	103563103	103563123	TRUE
sgAPOPT1_1	APOPT1	0	chr14	103571647	103571667	TRUE
sgAPOPT1_2	APOPT1	0	chr14	103571715	103571735	TRUE
sgKLC1_1	KLC1	0	chr14	103654644	103654664	TRUE
sgKLC1_4	KLC1	0	chr14	103654741	103654761	TRUE
sgKLC1_2	KLC1	16	chr14	103662804	103662824	TRUE
sgKLC1_3	KLC1	16	chr14	103669544	103669564	TRUE
sgXRCC3_1	XRCC3	16	chr14	103703310	103703330	TRUE
sgXRCC3_3	XRCC3	16	chr14	103708520	103708540	TRUE
sgXRCC3_4	XRCC3	0	chr14	103708564	103708584	TRUE
sgXRCC3_2	XRCC3	16	chr14	103708639	103708659	TRUE
sgZFYVE21_2	ZFYVE21	16	chr14	103726790	103726810	TRUE
sgZFYVE21_1	ZFYVE21	16	chr14	103727806	103727826	TRUE
sgZFYVE21_3	ZFYVE21	0	chr14	103727850	103727870	TRUE
sgZFYVE21_4	ZFYVE21	16	chr14	103728917	103728937	TRUE
sgPPP1R13B_4	PPP1R13B	0	chr14	103741825	103741845	TRUE
sgPPP1R13B_2	PPP1R13B	16	chr14	103742118	103742138	TRUE
sgPPP1R13B_1	PPP1R13B	16	chr14	103742731	103742751	TRUE
sgPPP1R13B_3	PPP1R13B	16	chr14	103749916	103749936	TRUE
sgC14orf2_3	C14orf2	16	chr14	103915075	103915095	TRUE
sgC14orf2_2	C14orf2	0	chr14	103915105	103915125	TRUE
sgC14orf2_1	C14orf2	0	chr14	103915115	103915135	TRUE
sgC14orf2_4	C14orf2	0	chr14	103915135	103915155	TRUE
sgRD3L_2	RD3L	0	chr14	103941047	103941067	TRUE
sgRD3L_3	RD3L	0	chr14	103941465	103941485	TRUE
sgRD3L_1	RD3L	16	chr14	103941510	103941530	TRUE
sgRD3L_4	RD3L	0	chr14	103941625	103941645	TRUE
sgTDRD9_4	TDRD9	16	chr14	103965361	103965381	TRUE
sgTDRD9_2	TDRD9	0	chr14	103994528	103994548	TRUE
sgTDRD9_1	TDRD9	16	chr14	104006434	104006454	TRUE
sgTDRD9_3	TDRD9	0	chr14	104016067	104016087	TRUE
sgASPG_3	ASPG	16	chr14	104092732	104092752	TRUE
sgASPG_4	ASPG	0	chr14	104093556	104093576	TRUE
sgASPG_2	ASPG	0	chr14	104098896	104098916	TRUE
sgASPG_1	ASPG	0	chr14	104104648	104104668	TRUE
sgKIF26A_3	KIF26A	0	chr14	104157793	104157813	TRUE
sgKIF26A_1	KIF26A	16	chr14	104172603	104172623	TRUE
sgKIF26A_2	KIF26A	0	chr14	104175332	104175352	TRUE
sgKIF26A_4	KIF26A	16	chr14	104175763	104175783	TRUE
sgC14orf180_1	C14orf180	0	chr14	104586481	104586501	TRUE
sgC14orf180_2	C14orf180	16	chr14	104587777	104587797	TRUE
sgC14orf180_3	C14orf180	0	chr14	104587844	104587864	TRUE
sgC14orf180_4	C14orf180	16	chr14	104588301	104588321	TRUE
sgTMEM179_3	TMEM179	0	chr14	104597013	104597033	TRUE
sgTMEM179_4	TMEM179	16	chr14	104604439	104604459	TRUE
sgTMEM179_2	TMEM179	0	chr14	104604567	104604587	TRUE
sgTMEM179_1	TMEM179	16	chr14	104604635	104604655	TRUE
sgINF2_2	INF2	16	chr14	104701626	104701646	TRUE
sgINF2_1	INF2	0	chr14	104703348	104703368	TRUE
sgINF2_4	INF2	16	chr14	104706146	104706166	TRUE
sgINF2_3	INF2	0	chr14	104707974	104707994	TRUE
sgADSSL1_3	ADSSL1	16	chr14	104738395	104738415	TRUE
sgADSSL1_2	ADSSL1	16	chr14	104740679	104740699	TRUE
sgADSSL1_4	ADSSL1	16	chr14	104741227	104741247	TRUE
sgADSSL1_1	ADSSL1	16	chr14	104741916	104741936	TRUE
sgSIVA1_1	SIVA1	0	chr14	104755637	104755657	TRUE
sgSIVA1_3	SIVA1	16	chr14	104755679	104755699	TRUE
sgSIVA1_4	SIVA1	16	chr14	104755790	104755810	TRUE
sgSIVA1_2	SIVA1	16	chr14	104756608	104756628	TRUE
sgAKT1_1	AKT1	16	chr14	104773475	104773495	TRUE
sgAKT1_3	AKT1	16	chr14	104773920	104773940	TRUE
sgAKT1_2	AKT1	0	chr14	104776682	104776702	TRUE
sgAKT1_4	AKT1	0	chr14	104780103	104780123	TRUE
sgZBTB42_1	ZBTB42	0	chr14	104801365	104801385	TRUE
sgZBTB42_3	ZBTB42	16	chr14	104801370	104801390	TRUE
sgZBTB42_2	ZBTB42	0	chr14	104801392	104801412	TRUE
sgZBTB42_4	ZBTB42	16	chr14	104802391	104802411	TRUE
sgCEP170B_2	CEP170B	0	chr14	104880358	104880378	TRUE
sgCEP170B_4	CEP170B	16	chr14	104884471	104884491	TRUE
sgCEP170B_3	CEP170B	0	chr14	104886660	104886680	TRUE
sgCEP170B_1	CEP170B	0	chr14	104887117	104887137	TRUE
sgPLD4_1	PLD4	16	chr14	104928866	104928886	TRUE
sgPLD4_3	PLD4	0	chr14	104929366	104929386	TRUE
sgPLD4_2	PLD4	0	chr14	104930049	104930069	TRUE
sgPLD4_4	PLD4	16	chr14	104930815	104930835	TRUE
sgAHNAK2_2	AHNAK2	16	chr14	104947449	104947469	TRUE
sgAHNAK2_3	AHNAK2	16	chr14	104948675	104948695	TRUE
sgAHNAK2_1	AHNAK2	0	chr14	104949598	104949618	TRUE
sgAHNAK2_4	AHNAK2	0	chr14	104952413	104952433	TRUE
sgC14orf79_3	C14orf79	0	chr14	104986523	104986543	TRUE
sgC14orf79_2	C14orf79	16	chr14	104986724	104986744	TRUE
sgC14orf79_4	C14orf79	0	chr14	104989067	104989087	TRUE
sgC14orf79_1	C14orf79	16	chr14	104991538	104991558	TRUE
sgCDCA4_1	CDCA4	0	chr14	105011548	105011568	TRUE
sgCDCA4_3	CDCA4	0	chr14	105011618	105011638	TRUE
sgCDCA4_2	CDCA4	16	chr14	105011686	105011706	TRUE
sgCDCA4_4	CDCA4	16	chr14	105011831	105011851	TRUE
sgGPR132_3	GPR132	16	chr14	105051401	105051421	TRUE
sgGPR132_1	GPR132	0	chr14	105051462	105051482	TRUE
sgGPR132_2	GPR132	0	chr14	105051611	105051631	TRUE
sgGPR132_4	GPR132	16	chr14	105051685	105051705	TRUE
sgTMEM88B_2	TMEM88B	0	chr14	105059717	105059737	TRUE
sgJAG2_4	JAG2	16	chr14	105148805	105148825	TRUE
sgJAG2_3	JAG2	16	chr14	105151367	105151387	TRUE
sgJAG2_1	JAG2	16	chr14	105155590	105155610	TRUE
sgJAG2_2	JAG2	0	chr14	105167963	105167983	TRUE
sgNUDT14_2	NUDT14	0	chr14	105176542	105176562	TRUE
sgNUDT14_3	NUDT14	16	chr14	105176997	105177017	TRUE
sgNUDT14_1	NUDT14	16	chr14	105177717	105177737	TRUE
sgNUDT14_4	NUDT14	0	chr14	105181130	105181150	TRUE
sgBRF1_4	BRF1	16	chr14	105221906	105221926	TRUE
sgBRF1_2	BRF1	16	chr14	105226263	105226283	TRUE
sgBRF1_1	BRF1	0	chr14	105241390	105241410	TRUE
sgBTBD6_4	BTBD6	16	chr14	105249018	105249038	TRUE
sgBTBD6_1	BTBD6	16	chr14	105249192	105249212	TRUE
sgBTBD6_2	BTBD6	16	chr14	105249690	105249710	TRUE
sgBTBD6_3	BTBD6	16	chr14	105250053	105250073	TRUE
sgBRF1_3	BRF1	0	chr14	105272752	105272772	TRUE
sgPACS2_1	PACS2	0	chr14	105352376	105352396	TRUE
sgPACS2_4	PACS2	0	chr14	105368066	105368086	TRUE
sgPACS2_3	PACS2	0	chr14	105381901	105381921	TRUE
sgPACS2_2	PACS2	0	chr14	105383383	105383403	TRUE
sgTEX22_1	TEX22	0	chr14	105399347	105399367	TRUE
sgTEX22_4	TEX22	0	chr14	105399416	105399436	TRUE
sgTEX22_2	TEX22	0	chr14	105399468	105399488	TRUE
sgTEX22_3	TEX22	16	chr14	105411406	105411426	TRUE
sgMTA1_1	MTA1	0	chr14	105445414	105445434	TRUE
sgMTA1_2	MTA1	0	chr14	105450050	105450070	TRUE
sgMTA1_3	MTA1	16	chr14	105450175	105450195	TRUE
sgMTA1_4	MTA1	16	chr14	105460770	105460790	TRUE
sgCRIP2_3	CRIP2	16	chr14	105474897	105474917	TRUE
sgCRIP2_2	CRIP2	0	chr14	105478328	105478348	TRUE
sgCRIP2_1	CRIP2	16	chr14	105478490	105478510	TRUE
sgCRIP2_4	CRIP2	16	chr14	105478804	105478824	TRUE
sgCRIP1_1	CRIP1	0	chr14	105487265	105487285	TRUE
sgCRIP1_3	CRIP1	0	chr14	105487278	105487298	TRUE
sgCRIP1_4	CRIP1	0	chr14	105488207	105488227	TRUE
sgCRIP1_2	CRIP1	16	chr14	105488254	105488274	TRUE
sgC14orf80_3	C14orf80	16	chr14	105491449	105491469	TRUE
sgC14orf80_2	C14orf80	0	chr14	105492162	105492182	TRUE
sgC14orf80_1	C14orf80	16	chr14	105492283	105492303	TRUE
sgC14orf80_4	C14orf80	0	chr14	105493832	105493852	TRUE
sgTMEM121_4	TMEM121	16	chr14	105528942	105528962	TRUE
sgTMEM121_1	TMEM121	0	chr14	105529049	105529069	TRUE
sgTMEM121_3	TMEM121	0	chr14	105529115	105529135	TRUE
sgTMEM121_2	TMEM121	16	chr14	105529363	105529383	TRUE
sgIGHM_4	IGHM	0	chr14	105855729	105855749	TRUE
sgIGHM_3	IGHM	0	chr14	105855750	105855770	TRUE
sgIGHM_2	IGHM	0	chr14	105855804	105855824	TRUE
sgIGHM_1	IGHM	16	chr14	105939885	105939905	TRUE
sgGOLGA6L6_3	GOLGA6L6	16	chr15	20535113	20535133	TRUE
sgGOLGA6L6_4	GOLGA6L6	16	chr15	20536473	20536493	TRUE
sgPOTEB_1	POTEB	16	chr15	20865874	20865894	TRUE
sgPOTED_4	POTED	16	chr15	20865882	20865902	TRUE
sgPOTEB2_3	POTEB2	16	chr15	20865888	20865908	TRUE
sgPOTEB2_4	POTEB2	0	chr15	20866116	20866136	TRUE
sgZNF781_3	ZNF781	16	chr15	20901086	20901106	TRUE
sgPOTEB3_1	POTEB3	16	chr15	21431797	21431817	TRUE
sgPOTEB3_4	POTEB3	0	chr15	21439735	21439755	TRUE
sgOR11H12_4	OR11H12	16	chr15	21574731	21574751	TRUE
sgOR4M2_1	OR4M2	16	chr15	21638176	21638196	TRUE
sgOR4N2_4	OR4N2	16	chr15	21651990	21652010	TRUE
sgPOTEB_3	POTEB	16	chr15	21877076	21877096	TRUE
sgOR11H2_1	OR11H2	0	chr15	22009921	22009941	TRUE
sgOR11H12_1	OR11H12	16	chr15	22009977	22009997	TRUE
sgOR4M2_4	OR4M2	0	chr15	22080669	22080689	TRUE
sgOR4M1_1	OR4M1	16	chr15	22080828	22080848	TRUE
sgOR4M2_3	OR4M2	16	chr15	22080860	22080880	TRUE
sgOR4M2_2	OR4M2	0	chr15	22081083	22081103	TRUE
sgOR4N4_3	OR4N4	16	chr15	22094566	22094586	TRUE
sgOR4N4_2	OR4N4	0	chr15	22095110	22095130	TRUE
sgGOLGA6L6_2	GOLGA6L6	0	chr15	22459140	22459160	TRUE
sgNIPA1_3	NIPA1	16	chr15	22786763	22786783	TRUE
sgNIPA1_1	NIPA1	0	chr15	22786808	22786828	TRUE
sgNIPA1_4	NIPA1	16	chr15	22812238	22812258	TRUE
sgNIPA1_2	NIPA1	0	chr15	22820421	22820441	TRUE
sgNIPA2_4	NIPA2	0	chr15	22853199	22853219	TRUE
sgNIPA2_3	NIPA2	16	chr15	22858591	22858611	TRUE
sgNIPA2_2	NIPA2	0	chr15	22860716	22860736	TRUE
sgNIPA2_1	NIPA2	16	chr15	22866234	22866254	TRUE
sgCYFIP1_2	CYFIP1	0	chr15	22914775	22914795	TRUE
sgCYFIP1_3	CYFIP1	16	chr15	22926065	22926085	TRUE
sgCYFIP1_4	CYFIP1	16	chr15	22932273	22932293	TRUE
sgCYFIP1_1	CYFIP1	16	chr15	22944608	22944628	TRUE
sgTUBGCP5_3	TUBGCP5	16	chr15	23017912	23017932	TRUE
sgTUBGCP5_2	TUBGCP5	16	chr15	23022135	23022155	TRUE
sgTUBGCP5_1	TUBGCP5	16	chr15	23032008	23032028	TRUE
sgTUBGCP5_4	TUBGCP5	16	chr15	23036941	23036961	TRUE
sgGOLGA6L1_3	GOLGA6L1	16	chr15	23130336	23130356	TRUE
sgGOLGA6L1_1	GOLGA6L1	0	chr15	23334060	23334080	TRUE
sgGOLGA6L2_1	GOLGA6L2	16	chr15	23441284	23441304	TRUE
sgGOLGA6L2_2	GOLGA6L2	0	chr15	23443895	23443915	TRUE
sgGOLGA6L2_4	GOLGA6L2	0	chr15	23445319	23445339	TRUE
sgMKRN3_1	MKRN3	0	chr15	23566132	23566152	TRUE
sgMKRN3_2	MKRN3	16	chr15	23566427	23566447	TRUE
sgMKRN3_3	MKRN3	0	chr15	23566569	23566589	TRUE
sgMKRN3_4	MKRN3	0	chr15	23566688	23566708	TRUE
sgMAGEL2_1	MAGEL2	0	chr15	23645602	23645622	TRUE
sgMAGEL2_4	MAGEL2	0	chr15	23645940	23645960	TRUE
sgMAGEL2_2	MAGEL2	0	chr15	23647191	23647211	TRUE
sgMAGEL2_3	MAGEL2	0	chr15	23647500	23647520	TRUE
sgNDN_4	NDN	0	chr15	23686647	23686667	TRUE
sgNDN_3	NDN	16	chr15	23686832	23686852	TRUE
sgNDN_1	NDN	16	chr15	23686900	23686920	TRUE
sgNDN_2	NDN	16	chr15	23687027	23687047	TRUE
sgNPAP1_3	NPAP1	16	chr15	24676200	24676220	TRUE
sgNPAP1_1	NPAP1	0	chr15	24676393	24676413	TRUE
sgNPAP1_4	NPAP1	16	chr15	24677274	24677294	TRUE
sgNPAP1_2	NPAP1	16	chr15	24677519	24677539	TRUE
sgSNURF_1	SNURF	0	chr15	24962141	24962161	TRUE
sgSNURF_2	SNURF	16	chr15	24962171	24962191	TRUE
sgSNURF_4	SNURF	16	chr15	24962194	24962214	TRUE
sgSNURF_3	SNURF	0	chr15	24967928	24967948	TRUE
sgSNRPN_1	SNRPN	0	chr15	24976322	24976342	TRUE
sgSNRPN_2	SNRPN	16	chr15	24976921	24976941	TRUE
sgSNRPN_3	SNRPN	16	chr15	24976981	24977001	TRUE
sgSNRPN_4	SNRPN	0	chr15	24977771	24977791	TRUE
sgUBE3A_3	UBE3A	16	chr15	25360512	25360532	TRUE
sgUBE3A_1	UBE3A	16	chr15	25370910	25370930	TRUE
sgUBE3A_4	UBE3A	0	chr15	25371529	25371549	TRUE
sgUBE3A_2	UBE3A	0	chr15	25375598	25375618	TRUE
sgRPL39_4	RPL39	0	chr15	25580986	25581006	TRUE
sgATP10A_1	ATP10A	0	chr15	25695101	25695121	TRUE
sgATP10A_4	ATP10A	0	chr15	25713894	25713914	TRUE
sgATP10A_3	ATP10A	16	chr15	25716858	25716878	TRUE
sgATP10A_2	ATP10A	0	chr15	25781087	25781107	TRUE
sgGABRB3_4	GABRB3	0	chr15	26580344	26580364	TRUE
sgGABRB3_3	GABRB3	16	chr15	26580445	26580465	TRUE
sgGABRB3_1	GABRB3	0	chr15	26621321	26621341	TRUE
sgGABRB3_2	GABRB3	16	chr15	26772683	26772703	TRUE
sgGABRA5_1	GABRA5	0	chr15	26880890	26880910	TRUE
sgGABRA5_3	GABRA5	0	chr15	26883158	26883178	TRUE
sgGABRA5_4	GABRA5	0	chr15	26937269	26937289	TRUE
sgGABRA5_2	GABRA5	16	chr15	26939998	26940018	TRUE
sgGABRG3_4	GABRG3	16	chr15	26977085	26977105	TRUE
sgGABRG3_3	GABRG3	0	chr15	27326937	27326957	TRUE
sgGABRG3_2	GABRG3	16	chr15	27480764	27480784	TRUE
sgGABRG3_1	GABRG3	16	chr15	27520049	27520069	TRUE
sgOCA2_1	OCA2	16	chr15	27983476	27983496	TRUE
sgOCA2_3	OCA2	0	chr15	28014832	28014852	TRUE
sgOCA2_4	OCA2	16	chr15	28018453	28018473	TRUE
sgOCA2_2	OCA2	16	chr15	28027873	28027893	TRUE
sgHERC2_3	HERC2	16	chr15	28182460	28182480	TRUE
sgHERC2_1	HERC2	16	chr15	28233159	28233179	TRUE
sgHERC2_4	HERC2	16	chr15	28263049	28263069	TRUE
sgHERC2_2	HERC2	0	chr15	28274281	28274301	TRUE
sgSLC35F5_1	SLC35F5	16	chr15	28306806	28306826	TRUE
sgRPL41_2	RPL41	0	chr15	28315683	28315703	TRUE
sgGOLGA6L1_4	GOLGA6L1	0	chr15	28351966	28351986	TRUE
sgGOLGA8K_4	GOLGA8K	0	chr15	28384185	28384205	TRUE
sgGOLGA8N_3	GOLGA8N	16	chr15	28528888	28528908	TRUE
sgGOLGA6L1_2	GOLGA6L1	0	chr15	28557034	28557054	TRUE
sgGOLGA8M_1	GOLGA8M	0	chr15	28706669	28706689	TRUE
sgGOLGA8M_4	GOLGA8M	16	chr15	28707849	28707869	TRUE
sgGOLGA8M_2	GOLGA8M	16	chr15	28710509	28710529	TRUE
sgDEXI_1	DEXI	16	chr15	28789277	28789297	TRUE
sgDEXI_4	DEXI	16	chr15	28789336	28789356	TRUE
sgDEXI_2	DEXI	0	chr15	28789339	28789359	TRUE
sgGOLGA6L2_3	GOLGA6L2	16	chr15	28843419	28843439	TRUE
sgAPBA2_1	APBA2	16	chr15	29054088	29054108	TRUE
sgAPBA2_4	APBA2	0	chr15	29054200	29054220	TRUE
sgAPBA2_2	APBA2	0	chr15	29054463	29054483	TRUE
sgAPBA2_3	APBA2	0	chr15	29093089	29093109	TRUE
sgFAM189A1_3	FAM189A1	16	chr15	29136395	29136415	TRUE
sgFAM189A1_1	FAM189A1	0	chr15	29137102	29137122	TRUE
sgNDNL2_3	NDNL2	0	chr15	29269163	29269183	TRUE
sgNDNL2_4	NDNL2	0	chr15	29269285	29269305	TRUE
sgNDNL2_1	NDNL2	16	chr15	29269384	29269404	TRUE
sgNDNL2_2	NDNL2	16	chr15	29269624	29269644	TRUE
sgFAM189A1_2	FAM189A1	0	chr15	29381760	29381780	TRUE
sgFAM189A1_4	FAM189A1	16	chr15	29570585	29570605	TRUE
sgTJP1_1	TJP1	16	chr15	29718764	29718784	TRUE
sgTJP1_4	TJP1	16	chr15	29719779	29719799	TRUE
sgTJP1_2	TJP1	0	chr15	29720494	29720514	TRUE
sgTJP1_3	TJP1	16	chr15	29766408	29766428	TRUE
sgGOLGA8K_1	GOLGA8K	16	chr15	30084885	30084905	TRUE
sgGOLGA8J_1	GOLGA8J	0	chr15	30089935	30089955	TRUE
sgGOLGA8J_3	GOLGA8J	16	chr15	30136977	30136997	TRUE
sgGOLGA8J_2	GOLGA8J	16	chr15	30139551	30139571	TRUE
sgGOLGA8H_4	GOLGA8H	0	chr15	30139664	30139684	TRUE
sgCHRFAM7A_2	CHRFAM7A	16	chr15	30362757	30362777	TRUE
sgCHRFAM7A_3	CHRFAM7A	0	chr15	30367471	30367491	TRUE
sgCHRFAM7A_4	CHRFAM7A	0	chr15	30372267	30372287	TRUE
sgCHRNA7_2	CHRNA7	0	chr15	30372981	30373001	TRUE
sgGOLGA8R_3	GOLGA8R	16	chr15	30407939	30407959	TRUE
sgGOLGA8N_4	GOLGA8N	16	chr15	30408193	30408213	TRUE
sgGOLGA8N_2	GOLGA8N	16	chr15	30408458	30408478	TRUE
sgGOLGA8O_4	GOLGA8O	16	chr15	30408459	30408479	TRUE
sgGOLGA8R_2	GOLGA8R	16	chr15	30409588	30409608	TRUE
sgGOLGA8O_2	GOLGA8O	16	chr15	30412351	30412371	TRUE
sgGOLGA8R_1	GOLGA8R	16	chr15	30553872	30553892	TRUE
sgGOLGA8M_3	GOLGA8M	0	chr15	30610334	30610354	TRUE
sgARHGAP11B_1	ARHGAP11B	0	chr15	30633519	30633539	TRUE
sgARHGAP11B_3	ARHGAP11B	16	chr15	30634212	30634232	TRUE
sgARHGAP11B_2	ARHGAP11B	0	chr15	30634301	30634321	TRUE
sgFAN1_2	FAN1	0	chr15	30904866	30904886	TRUE
sgFAN1_3	FAN1	0	chr15	30905533	30905553	TRUE
sgFAN1_4	FAN1	16	chr15	30910693	30910713	TRUE
sgFAN1_1	FAN1	0	chr15	30913885	30913905	TRUE
sgMTMR10_3	MTMR10	0	chr15	30947199	30947219	TRUE
sgMTMR10_2	MTMR10	16	chr15	30953579	30953599	TRUE
sgMTMR10_4	MTMR10	0	chr15	30954843	30954863	TRUE
sgMTMR10_1	MTMR10	16	chr15	30960902	30960922	TRUE
sgTRPM1_3	TRPM1	0	chr15	31041983	31042003	TRUE
sgTRPM1_1	TRPM1	0	chr15	31047220	31047240	TRUE
sgTRPM1_4	TRPM1	0	chr15	31060573	31060593	TRUE
sgTRPM1_2	TRPM1	16	chr15	31067170	31067190	TRUE
sgLOC283710_2	LOC283710	0	chr15	31223540	31223560	TRUE
sgLOC283710_3	LOC283710	16	chr15	31223690	31223710	TRUE
sgLOC283710_4	LOC283710	0	chr15	31229313	31229333	TRUE
sgLOC283710_1	LOC283710	16	chr15	31230709	31230729	TRUE
sgKLF13_3	KLF13	0	chr15	31327257	31327277	TRUE
sgKLF13_2	KLF13	0	chr15	31327398	31327418	TRUE
sgKLF13_1	KLF13	0	chr15	31327685	31327705	TRUE
sgKLF13_4	KLF13	16	chr15	31327764	31327784	TRUE
sgOTUD7A_1	OTUD7A	0	chr15	31484622	31484642	TRUE
sgOTUD7A_4	OTUD7A	0	chr15	31501709	31501729	TRUE
sgOTUD7A_3	OTUD7A	0	chr15	31503751	31503771	TRUE
sgOTUD7A_2	OTUD7A	16	chr15	31559171	31559191	TRUE
sgCHRNA7_1	CHRNA7	0	chr15	32030946	32030966	TRUE
sgCHRNA7_3	CHRNA7	0	chr15	32111794	32111814	TRUE
sgCHRFAM7A_1	CHRFAM7A	16	chr15	32153983	32154003	TRUE
sgCHRNA7_4	CHRNA7	16	chr15	32158467	32158487	TRUE
sgGOLGA8K_2	GOLGA8K	16	chr15	32394728	32394748	TRUE
sgGOLGA8H_3	GOLGA8H	16	chr15	32396374	32396394	TRUE
sgGOLGA8H_1	GOLGA8H	0	chr15	32397473	32397493	TRUE
sgGOLGA8J_4	GOLGA8J	16	chr15	32397474	32397494	TRUE
sgGOLGA8K_3	GOLGA8K	0	chr15	32398625	32398645	TRUE
sgGOLGA8H_2	GOLGA8H	0	chr15	32401376	32401396	TRUE
sgGOLGA8O_3	GOLGA8O	16	chr15	32449560	32449580	TRUE
sgGOLGA8R_4	GOLGA8R	16	chr15	32449599	32449619	TRUE
sgGOLGA8O_1	GOLGA8O	0	chr15	32451127	32451147	TRUE
sgGOLGA8N_1	GOLGA8N	16	chr15	32598093	32598113	TRUE
sgARHGAP11A_1	ARHGAP11A	0	chr15	32623521	32623541	TRUE
sgARHGAP11B_4	ARHGAP11B	16	chr15	32624277	32624297	TRUE
sgARHGAP11A_3	ARHGAP11A	0	chr15	32632982	32633002	TRUE
sgARHGAP11A_2	ARHGAP11A	0	chr15	32636319	32636339	TRUE
sgARHGAP11A_4	ARHGAP11A	0	chr15	32636626	32636646	TRUE
sgSCG5_2	SCG5	16	chr15	32643631	32643651	TRUE
sgSCG5_4	SCG5	16	chr15	32643761	32643781	TRUE
sgSCG5_1	SCG5	16	chr15	32643805	32643825	TRUE
sgSCG5_3	SCG5	0	chr15	32679845	32679865	TRUE
sgGREM1_2	GREM1	16	chr15	32730722	32730742	TRUE
sgGREM1_4	GREM1	16	chr15	32730932	32730952	TRUE
sgGREM1_1	GREM1	0	chr15	32730984	32731004	TRUE
sgGREM1_3	GREM1	16	chr15	32731038	32731058	TRUE
sgFMN1_4	FMN1	16	chr15	32969446	32969466	TRUE
sgFMN1_1	FMN1	16	chr15	33066537	33066557	TRUE
sgFMN1_2	FMN1	16	chr15	33066809	33066829	TRUE
sgFMN1_3	FMN1	0	chr15	33067360	33067380	TRUE
sgRYR3_2	RYR3	16	chr15	33586088	33586108	TRUE
sgRYR3_3	RYR3	0	chr15	33652775	33652795	TRUE
sgRYR3_4	RYR3	0	chr15	33662791	33662811	TRUE
sgRYR3_1	RYR3	16	chr15	33768678	33768698	TRUE
sgAVEN_1	AVEN	16	chr15	33867806	33867826	TRUE
sgAVEN_3	AVEN	0	chr15	33870943	33870963	TRUE
sgAVEN_4	AVEN	16	chr15	33875954	33875974	TRUE
sgAVEN_2	AVEN	0	chr15	34038933	34038953	TRUE
sgCHRM5_2	CHRM5	16	chr15	34062851	34062871	TRUE
sgCHRM5_4	CHRM5	0	chr15	34063032	34063052	TRUE
sgCHRM5_3	CHRM5	16	chr15	34063410	34063430	TRUE
sgCHRM5_1	CHRM5	0	chr15	34063681	34063701	TRUE
sgEMC7_4	EMC7	16	chr15	34090348	34090368	TRUE
sgEMC7_1	EMC7	0	chr15	34095909	34095929	TRUE
sgEMC7_3	EMC7	0	chr15	34101624	34101644	TRUE
sgEMC7_2	EMC7	16	chr15	34101696	34101716	TRUE
sgPGBD4_3	PGBD4	0	chr15	34102719	34102739	TRUE
sgPGBD4_4	PGBD4	16	chr15	34103247	34103267	TRUE
sgPGBD4_1	PGBD4	0	chr15	34103376	34103396	TRUE
sgPGBD4_2	PGBD4	16	chr15	34103521	34103541	TRUE
sgKATNBL1_1	KATNBL1	16	chr15	34147419	34147439	TRUE
sgKATNBL1_4	KATNBL1	0	chr15	34152940	34152960	TRUE
sgKATNBL1_3	KATNBL1	16	chr15	34163562	34163582	TRUE
sgEMC4_2	EMC4	0	chr15	34225144	34225164	TRUE
sgEMC4_3	EMC4	16	chr15	34225581	34225601	TRUE
